project_code,project_name,project_type,sector,state_name,district_name,latitude,longitude,total_acreage_ha,num_land_parcels,affected_families,project_cost_cr,private_to_govt_ratio,sc_st_land_percentage,multi_crop_irrigated_percentage,required_consent_percentage,non_owner_to_owner_paf_ratio,circle_rate_disparity_ratio,rr_cost_share_percentage,rural_multiplier_factor,district_litigation_rate,revenue_staff_vacancy_rate,avg_s15_resolution_days,days_since_s11,s11_notification_date,primary_delay_cause,delay_probability,delay_target
PRJ-ENE-NOI-2026-0647,Noida Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Noida,28.4681,77.3792,438.8,800,980,1100.2,5.72,4.2,6.5,70,0.32,3.2,12.3,1.25,21.5,36.1,89.2,394,2025-08-22,Section 19(2) 12-Month Statutory Deadline Proximity,0.9978,1
PRJ-URB-GAD-2026-0648,Gadchiroli Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Gadchiroli,20.2102,80.022,2099.8,2338,4006,6520.6,3.01,51.8,12.7,80,0.42,1.55,16.4,1.75,6.4,18.6,70.2,223,2026-02-09,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2691,0
PRJ-ENE-BEN-2026-0649,Bengaluru Urban Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Karnataka,Bengaluru Urban,12.8972,77.6013,2515.2,4561,12575,10041.3,5.34,9.3,7.3,0,0.32,3.56,14.5,1.25,19.9,50.5,108.5,359,2025-09-26,Section 19(2) 12-Month Statutory Deadline Proximity,0.9986,1
PRJ-WAT-NAN-2026-0650,Nandurbar Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Nandurbar,21.3517,74.2285,692.0,617,1729,5529.4,2.34,54.2,6.5,0,0.2,1.76,25.3,2.0,5.6,49.6,78.3,270,2025-12-24,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3268,0
PRJ-TRA-VAR-2026-0651,Varanasi National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Uttar Pradesh,Varanasi,25.3831,82.9978,175.0,186,481,897.9,4.52,11.2,45.1,80,0.05,2.71,10.9,1.75,13.6,33.4,83.3,325,2025-10-30,Section 19(2) 12-Month Statutory Deadline Proximity,0.997,1
PRJ-TRA-KAN-2026-0652,Kanpur National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Uttar Pradesh,Kanpur,26.3802,80.338,179.6,171,258,1128.3,3.63,12.7,20.6,80,0.46,1.96,17.4,1.5,13.0,32.0,72.9,88,2026-06-24,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2445,0
PRJ-TRA-BEL-2026-0653,Belagavi National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Karnataka,Belagavi,15.8153,74.4905,644.7,1001,2646,4747.6,2.63,20.7,47.5,80,0.17,2.18,5.2,1.25,9.6,37.6,73.6,430,2025-07-17,Section 19(2) 12-Month Statutory Deadline Proximity,0.9881,1
PRJ-TRA-GAD-2026-0654,Gadchiroli National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Maharashtra,Gadchiroli,20.1523,79.9365,332.2,379,1012,846.1,2.92,48.8,11.3,70,0.08,1.5,28.0,2.0,9.1,26.0,72.0,380,2025-09-05,Section 19(2) 12-Month Statutory Deadline Proximity,0.8579,1
PRJ-TRA-GAD-2026-0655,Gadchiroli Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Maharashtra,Gadchiroli,20.2032,79.9477,332.6,292,690,934.6,1.81,52.0,4.1,70,0.2,1.9,26.1,2.0,8.3,23.7,67.5,149,2026-04-24,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1136,0
PRJ-URB-THA-2026-0656,Thane Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Thane,19.259,73.0136,1613.1,2438,5809,11137.5,5.18,5.3,18.8,70,0.62,2.81,15.2,1.0,17.5,49.0,99.7,145,2026-04-28,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8399,1
PRJ-ENE-HOO-2026-0657,Hooghly Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Hooghly,22.9646,88.4484,738.1,2445,3818,5376.0,2.95,6.8,66.4,0,0.46,1.41,23.9,1.5,12.2,38.5,83.5,47,2026-08-04,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0821,0
PRJ-TRA-SUR-2026-0658,Surat Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Gujarat,Surat,21.2379,72.8708,1053.0,2590,7311,7867.2,4.11,5.5,18.6,80,0.15,3.23,8.5,1.0,20.4,17.2,78.3,202,2026-03-02,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.941,1
PRJ-ENE-GAD-2026-0659,Gadchiroli Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Gadchiroli,20.125,80.0193,1999.4,3613,7861,7236.6,2.42,48.9,6.2,70,0.27,1.53,16.4,1.75,8.5,22.5,73.7,301,2025-11-23,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2098,0
PRJ-ENE-BEN-2026-0660,Bengaluru Urban Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Karnataka,Bengaluru Urban,12.9201,77.6625,1407.7,2625,7148,8128.4,5.5,4.7,5.2,70,0.1,3.13,17.9,1.25,25.0,13.4,90.2,179,2026-03-25,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8242,1
PRJ-TRA-KAN-2026-0661,Kanpur Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Kanpur,26.5017,80.3289,1126.7,1819,4656,8882.6,3.01,16.6,27.0,70,0.22,2.1,10.6,1.75,11.8,42.2,81.9,432,2025-07-15,Section 19(2) 12-Month Statutory Deadline Proximity,0.9652,1
PRJ-URB-PUR-2026-0662,Purba Medinipur Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,West Bengal,Purba Medinipur,21.9173,87.7059,1596.9,3412,7907,4548.4,2.86,6.5,60.2,70,0.43,1.77,10.2,1.75,11.3,27.6,68.9,196,2026-03-08,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2073,0
PRJ-ENE-SUN-2026-0663,Sundargarh Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Odisha,Sundargarh,22.0848,84.0584,406.1,362,1007,3357.9,1.04,44.7,3.3,0,0.41,1.82,16.8,2.0,6.3,21.6,56.9,26,2026-08-25,Cadastral Boundary Verification & Normal Progress,0.0331,0
PRJ-TRA-NAS-2026-0664,Nashik Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nashik,20.0578,73.7942,1306.7,1909,3025,5389.3,3.61,16.5,22.2,70,0.57,1.84,5.3,1.25,12.2,49.3,80.7,127,2026-05-16,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1933,0
PRJ-TRA-NAG-2026-0665,Nagpur National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Maharashtra,Nagpur,21.1798,79.1493,364.0,398,1114,2273.9,2.92,15.1,23.5,70,0.15,1.63,16.5,1.75,14.0,21.0,72.7,42,2026-08-09,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0426,0
PRJ-ENE-PUN-2026-0666,Pune Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Pune,18.4947,73.8264,1290.8,1088,3390,6596.1,4.95,10.5,12.9,70,0.39,2.83,17.7,1.25,17.7,31.0,81.4,73,2026-07-09,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.6367,1
PRJ-TRA-GAD-2026-0667,Gadchiroli High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Maharashtra,Gadchiroli,20.1893,80.0748,575.9,1260,3175,3228.4,2.07,52.3,7.9,70,0.29,1.39,24.8,1.75,7.0,32.0,76.0,326,2025-10-29,Section 19(2) 12-Month Statutory Deadline Proximity,0.7906,1
PRJ-WAT-AHM-2026-0668,Ahmedabad Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Ahmedabad,23.013,72.5745,1494.9,1377,3992,8220.4,4.76,0.5,18.1,0,0.23,2.75,12.4,1.0,15.8,25.0,81.0,109,2026-06-03,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.5678,1
PRJ-TRA-BHA-2026-0669,Bharuch Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Gujarat,Bharuch,21.7096,72.9504,976.8,2169,4564,7233.1,3.82,15.1,36.6,80,0.48,1.88,14.4,1.75,12.9,18.3,69.6,226,2026-02-06,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4294,0
PRJ-ENE-GAD-2026-0670,Gadchiroli Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Gadchiroli,20.2008,79.958,2522.7,2175,4543,19163.8,1.45,51.4,16.4,0,0.23,1.32,19.6,2.0,7.5,7.9,56.8,360,2025-09-25,Section 19(2) 12-Month Statutory Deadline Proximity,0.7231,1
PRJ-TRA-JHA-2026-0671,Jharsuguda Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Odisha,Jharsuguda,21.8859,84.0668,828.8,2038,5767,3679.2,2.12,38.2,5.2,80,0.47,1.93,20.7,1.75,8.6,47.7,82.8,251,2026-01-12,Section 41/42 Gram Sabha Consent Impasse,0.8388,1
PRJ-WAT-NAS-2026-0672,Nashik Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Nashik,19.9838,73.8661,663.7,519,1634,1727.6,3.43,14.0,26.2,0,0.53,2.26,23.8,1.5,14.9,39.8,90.9,274,2025-12-20,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8516,1
PRJ-URB-JHA-2026-0673,Jharsuguda Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Odisha,Jharsuguda,21.8765,84.0604,1426.9,3349,10403,9349.2,2.5,35.7,8.2,70,0.17,1.78,15.0,1.75,7.7,7.0,59.7,186,2026-03-18,Cadastral Boundary Verification & Normal Progress,0.0665,0
PRJ-URB-MYS-2026-0674,Mysuru Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Karnataka,Mysuru,12.2597,76.5646,1141.2,2188,6798,8602.1,4.04,5.1,23.2,80,0.37,2.49,14.1,1.75,10.8,48.6,84.3,244,2026-01-19,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.6983,1
PRJ-TRA-NAS-2026-0675,Nashik Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nashik,20.0482,73.8144,1194.0,1461,4080,5049.8,2.67,16.5,38.3,80,0.65,2.61,17.0,1.5,15.1,13.5,72.7,192,2026-03-12,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8862,1
PRJ-URB-SON-2026-0676,Sonbhadra Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Sonbhadra,24.7501,83.1446,1902.8,4746,8285,6694.0,3.05,35.4,7.0,70,0.34,1.72,17.9,2.0,10.7,14.1,64.8,79,2026-07-03,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0457,0
PRJ-URB-BEL-2026-0677,Belagavi Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Karnataka,Belagavi,15.7843,74.4875,653.6,735,1366,3444.4,2.42,16.5,48.6,70,0.51,1.64,21.0,1.75,12.1,50.6,85.8,29,2026-08-22,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1157,0
PRJ-TRA-VAR-2026-0678,Varanasi High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Varanasi,25.3358,82.9598,382.5,906,1686,2201.2,3.42,12.5,54.4,70,0.22,1.82,15.2,1.75,11.5,38.1,83.6,30,2026-08-21,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2134,0
PRJ-TRA-HOO-2026-0679,Hooghly National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,West Bengal,Hooghly,22.9664,88.3257,597.3,2166,6661,1508.6,3.09,9.3,65.2,80,0.38,1.71,16.9,1.5,13.9,17.4,80.5,79,2026-07-03,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4317,0
PRJ-ENE-NOI-2026-0680,Noida Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Noida,28.4906,77.4285,1690.4,3088,7062,5230.7,5.33,1.5,5.9,0,0.28,3.46,23.1,1.0,22.2,30.0,86.5,315,2025-11-09,Section 19(2) 12-Month Statutory Deadline Proximity,0.9964,1
PRJ-TRA-SON-2026-0681,Sonbhadra Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Sonbhadra,24.6602,83.0147,1121.1,1677,3009,5967.9,2.06,40.8,6.1,80,0.27,1.58,27.2,2.0,7.7,31.3,67.2,355,2025-09-30,Section 19(2) 12-Month Statutory Deadline Proximity,0.98,1
PRJ-TRA-SUR-2026-0682,Surat High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Gujarat,Surat,21.0954,72.8251,82.5,137,316,614.6,5.43,3.0,27.3,80,0.42,3.24,14.1,1.25,19.5,36.7,84.0,431,2025-07-16,Section 19(2) 12-Month Statutory Deadline Proximity,0.9995,1
PRJ-TRA-MYS-2026-0683,Mysuru High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Karnataka,Mysuru,12.3482,76.5633,243.0,477,1373,1132.9,3.08,10.0,22.9,70,0.33,2.18,12.3,1.25,13.2,10.1,61.3,102,2026-06-10,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0816,0
PRJ-TRA-HOO-2026-0684,Hooghly National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,West Bengal,Hooghly,22.9366,88.3739,613.0,2121,3550,4083.7,3.03,7.1,70.3,70,0.21,1.75,18.6,1.5,14.4,20.8,80.2,199,2026-03-05,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4516,0
PRJ-URB-SUR-2026-0685,Surat Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Gujarat,Surat,21.1178,72.8473,976.5,1228,1992,3998.3,4.65,0.5,27.8,70,0.57,3.13,18.7,1.25,20.5,6.0,79.6,395,2025-08-21,Section 19(2) 12-Month Statutory Deadline Proximity,0.9956,1
PRJ-TRA-BUR-2026-0686,Burdwan National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,West Bengal,Burdwan,23.2385,87.805,639.9,1166,2657,4252.5,3.35,9.0,55.3,70,0.46,1.46,16.8,1.25,11.1,46.3,75.0,173,2026-03-31,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4048,0
PRJ-WAT-VAR-2026-0687,Varanasi Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Varanasi,25.2865,82.9674,905.0,890,1644,3456.7,3.47,6.1,54.4,0,0.57,2.02,14.7,1.5,17.1,30.4,93.4,411,2025-08-05,Section 19(2) 12-Month Statutory Deadline Proximity,0.9893,1
PRJ-TRA-SUN-2026-0688,Sundargarh High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Odisha,Sundargarh,22.1156,84.0007,177.0,337,741,552.2,2.35,38.4,9.8,80,0.52,1.89,16.4,1.75,10.5,31.9,83.2,38,2026-08-13,Section 41/42 Gram Sabha Consent Impasse,0.4436,0
PRJ-TRA-BUR-2026-0689,Burdwan Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,West Bengal,Burdwan,23.2438,87.8565,625.1,2210,3459,2730.1,2.82,16.2,59.4,70,0.27,1.98,18.1,1.25,7.8,44.1,72.6,50,2026-08-01,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1227,0
PRJ-TRA-BHA-2026-0690,Bharuch High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Gujarat,Bharuch,21.676,73.0153,360.8,388,799,1988.1,3.47,11.8,33.8,70,0.76,2.11,12.1,1.25,15.4,17.1,63.0,176,2026-03-28,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2282,0
PRJ-TRA-MYS-2026-0691,Mysuru Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Karnataka,Mysuru,12.2872,76.6088,438.9,1012,2858,2352.0,3.41,9.2,21.2,80,1.01,1.99,6.8,1.25,12.6,8.9,70.1,23,2026-08-28,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1064,0
PRJ-TRA-BHA-2026-0692,Bharuch Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Gujarat,Bharuch,21.6677,72.9711,948.5,997,2446,3360.3,3.51,8.1,33.9,70,0.55,2.81,8.6,1.75,19.6,7.2,70.2,223,2026-02-09,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8169,1
PRJ-WAT-BHA-2026-0693,Bharuch Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Bharuch,21.6671,72.9685,1036.7,2464,3864,7819.0,3.41,9.7,36.2,0,0.66,2.33,16.5,1.75,15.0,45.9,99.1,315,2025-11-09,Section 19(2) 12-Month Statutory Deadline Proximity,0.9921,1
PRJ-ENE-PUN-2026-0694,Pune Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Pune,18.4767,73.9188,659.0,1632,2908,3706.0,4.43,5.6,25.7,0,0.23,2.43,13.0,1.25,18.7,22.8,88.2,329,2025-10-26,Section 19(2) 12-Month Statutory Deadline Proximity,0.9874,1
PRJ-TRA-SUR-2026-0695,Surat National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Gujarat,Surat,21.1151,72.8465,402.9,723,2069,1462.7,5.68,7.8,20.6,70,0.58,3.31,10.4,1.0,21.4,29.9,102.8,311,2025-11-13,Section 19(2) 12-Month Statutory Deadline Proximity,0.9968,1
PRJ-URB-NOI-2026-0696,Noida Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Noida,28.4935,77.381,813.5,1085,2324,2164.4,5.64,0.5,17.3,70,0.31,3.12,10.1,1.25,21.5,41.7,100.1,258,2026-01-05,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9432,1
PRJ-ENE-NAS-2026-0697,Nashik Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Nashik,20.0371,73.8267,2454.6,2499,4325,12696.7,4.23,17.7,23.6,70,0.72,2.09,8.1,1.5,15.8,20.6,82.8,182,2026-03-22,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2449,0
PRJ-WAT-VAR-2026-0698,Varanasi Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Varanasi,25.384,82.9586,241.2,589,1256,1945.8,3.16,8.3,46.6,0,0.26,2.2,19.5,1.25,14.4,44.1,89.1,76,2026-07-06,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.5835,0
PRJ-URB-CUT-2026-0699,Cuttack Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Odisha,Cuttack,20.5123,85.8374,1078.3,1375,2916,4324.6,2.55,14.0,34.4,70,0.79,2.2,13.6,1.75,12.9,32.4,74.2,207,2026-02-25,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7297,1
PRJ-URB-NOI-2026-0700,Noida Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Noida,28.608,77.4471,1835.4,2678,4225,12946.8,5.52,0.5,11.1,70,0.25,2.98,19.9,1.0,25.2,24.0,91.1,298,2025-11-26,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9351,1
PRJ-WAT-CUT-2026-0701,Cuttack Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Odisha,Cuttack,20.5298,85.9435,371.7,281,861,2104.0,2.9,15.2,20.1,0,0.6,2.27,14.4,1.25,12.8,18.9,63.3,43,2026-08-08,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.306,0
PRJ-TRA-SAL-2026-0702,Salem High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Tamil Nadu,Salem,11.6365,78.0874,317.6,658,1519,1257.9,3.14,4.8,43.1,80,0.05,1.73,21.5,1.75,10.5,15.7,73.9,301,2025-11-23,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4055,0
PRJ-ENE-BEL-2026-0703,Belagavi Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Karnataka,Belagavi,15.7927,74.5235,1574.3,4669,6628,7947.2,2.82,15.3,57.5,70,0.05,1.33,8.4,1.25,9.3,47.0,86.7,459,2025-06-18,Section 19(2) 12-Month Statutory Deadline Proximity,0.9485,1
PRJ-TRA-THA-2026-0704,Thane High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Maharashtra,Thane,19.2215,73.0072,423.9,979,2646,2203.5,5.28,8.7,0.0,80,0.63,2.77,18.0,1.0,22.0,35.3,106.0,242,2026-01-21,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9589,1
PRJ-TRA-CUT-2026-0705,Cuttack National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Odisha,Cuttack,20.5259,85.9407,448.1,519,624,2625.8,2.84,11.0,21.8,80,0.47,2.0,18.0,1.75,14.7,27.1,83.0,375,2025-09-10,Section 19(2) 12-Month Statutory Deadline Proximity,0.9712,1
PRJ-ENE-VAR-2026-0706,Varanasi Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Varanasi,25.3639,82.9226,793.7,832,1148,3348.8,3.63,13.8,58.3,0,0.3,2.09,4.5,1.5,13.0,49.2,89.5,215,2026-02-17,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.7244,1
PRJ-TRA-SUR-2026-0707,Surat High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Gujarat,Surat,21.2089,72.831,378.1,971,1730,2747.3,4.99,0.5,24.5,70,0.22,3.06,15.1,1.0,19.3,15.6,82.7,43,2026-08-08,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.5605,1
PRJ-TRA-BEL-2026-0708,Belagavi High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Karnataka,Belagavi,15.844,74.5374,326.9,416,964,1301.6,2.34,12.9,50.1,80,0.4,1.85,11.2,1.75,9.3,31.2,65.5,66,2026-07-16,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2034,0
PRJ-WAT-PUN-2026-0709,Pune Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Pune,18.5993,73.8852,472.6,528,1633,3887.1,3.9,0.9,14.4,0,0.2,2.46,17.0,1.25,15.7,35.9,82.9,224,2026-02-08,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7431,1
PRJ-TRA-KUT-2026-0710,Kutch Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Gujarat,Kutch,23.1709,69.7433,1089.6,1203,1633,4534.3,1.39,22.9,3.6,70,0.11,1.14,27.0,1.75,2.9,13.6,50.5,298,2025-11-26,Cadastral Boundary Verification & Normal Progress,0.046,0
PRJ-TRA-AHM-2026-0711,Ahmedabad High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Gujarat,Ahmedabad,22.9845,72.527,491.1,801,1099,2973.4,4.3,9.2,19.4,80,0.47,2.52,17.0,1.25,17.8,42.2,81.1,294,2025-11-30,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9651,1
PRJ-TRA-SON-2026-0712,Sonbhadra High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Sonbhadra,24.6684,83.0284,448.7,386,1035,2988.6,1.68,32.6,12.6,70,0.47,1.38,22.4,1.75,8.4,47.7,85.4,48,2026-08-03,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.055,0
PRJ-TRA-BUR-2026-0713,Burdwan Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,West Bengal,Burdwan,23.2491,87.8253,585.4,765,2150,1496.0,2.53,3.9,64.7,70,0.34,1.47,5.5,1.25,9.3,13.2,63.8,179,2026-03-25,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0832,0
PRJ-TRA-KAN-2026-0714,Kanpur National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Uttar Pradesh,Kanpur,26.4381,80.2729,478.0,401,509,2539.3,2.79,9.9,34.1,70,0.35,2.29,22.5,1.25,13.0,11.0,54.0,24,2026-08-27,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.2457,0
PRJ-TRA-SUR-2026-0715,Surat National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Gujarat,Surat,21.218,72.7922,630.3,987,2232,2129.3,4.46,5.7,20.0,70,0.05,3.26,17.3,1.25,17.3,19.4,73.8,316,2025-11-08,Section 19(2) 12-Month Statutory Deadline Proximity,0.9923,1
PRJ-ENE-NAN-2026-0716,Nandurbar Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Nandurbar,21.3944,74.177,1883.3,2964,8195,8202.8,2.42,53.3,6.6,70,0.32,1.8,11.2,1.75,7.4,36.6,75.9,289,2025-12-05,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.329,0
PRJ-WAT-BUR-2026-0717,Burdwan Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Burdwan,23.2523,87.9208,514.6,1762,4475,1328.0,2.29,12.4,64.4,0,0.42,1.86,13.1,1.75,14.7,33.0,88.0,28,2026-08-23,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.126,0
